agent_id,year,current_action,cumulative_state,elevated,has_insurance,relocated,outcome
Agent_5,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_7,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_11,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_12,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_13,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_14,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_15,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_17,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_18,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_19,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_22,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_25,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_26,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_32,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_33,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_38,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_41,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_43,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_44,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_45,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_49,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_56,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_57,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_58,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_60,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_65,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_66,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_69,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_70,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_71,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_72,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_75,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_78,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_80,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_82,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_83,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_84,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_85,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,5,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_92,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_94,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_95,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_3,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_4,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_5,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_11,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_12,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_13,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_14,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_15,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_17,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_18,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_19,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_22,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_25,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_26,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_32,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_33,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_38,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_41,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_43,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_44,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_45,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_49,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_56,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_57,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_58,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_60,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_65,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_66,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_69,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_70,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_71,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_72,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_75,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_78,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_80,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_82,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_83,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_84,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_85,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,6,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_87,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_92,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_94,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_95,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,6,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_4,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_5,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_11,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_12,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_13,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_14,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_15,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_17,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_18,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_19,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_22,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_25,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_26,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_32,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_33,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_38,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_41,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_43,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_44,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_45,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_49,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_56,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_57,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_58,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_60,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_65,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_66,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_69,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_70,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_71,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_72,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_75,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_78,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_80,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_82,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_83,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_84,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_85,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_92,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_94,7,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_95,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,7,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_4,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_5,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_11,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_12,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_13,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_14,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_15,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_17,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_18,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_19,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_22,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_25,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_26,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_32,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_33,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_38,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_41,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_43,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_44,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_45,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_49,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_56,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_57,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_58,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_60,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_65,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_66,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_69,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_70,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_71,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_72,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_75,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_78,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_80,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_82,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_83,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_84,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_85,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_90,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_92,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_93,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_94,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_95,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,8,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_100,8,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_4,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_5,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,9,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,9,do_nothing,Do Nothing,False,False,False,SAMPLED
